gene,scores,pvals,rank
IDH3G,3.2059498,0.001346174792359413,577
DHRS4L2,3.1873074,0.0014360413863847064,578
RPL4,3.1859133,0.0014429777695231772,579
SDCCAG8,3.17975,0.0014740213420222986,580
MRPL44,3.1697319,0.0015257966692672873,581
FGFR1OP2,3.159866,0.00157841642775895,582
SOSTDC1,3.1490638,0.0016379436663821433,583
HMGN3,3.1466682,0.001651422106596819,584
TMED10,3.1465158,0.0016522832698203638,585
ELF1,3.1442945,0.0016648786156678445,586
ITM2C,3.1380439,0.0017007939442003155,587
SARAF,3.1359096,0.0017132200170690765,588
PTGR1,3.1357353,0.0017142380676070227,589
PAPSS1,3.1317282,0.001737807336733308,590
NES,3.1276991,0.0017618047872295347,591
CENPX,3.1274812,0.0017631105852612477,592
IFITM3,3.12465,0.001780167121910959,593
HADHA,3.1217318,0.001797907116417914,594
NQO2,3.116984,0.0018271152146313709,595
PDGFA,3.1064432,0.0018935276268621703,596
TMEM37,3.1023705,0.0019197754548873059,597
MANF,3.1021092,0.001921471162563746,598
SLC35D2,3.0933323,0.0019792236646501097,599
RASSF8-AS1,3.0919385,0.001988540530252024,600
TMEM161A,3.0907407,0.0019965793548230647,601
ATP6V1F,3.0767806,0.0020924929941616727,602
ATP5F1A,3.0763667,0.0020953994247160947,603
AKR7A2,3.0758224,0.0020992293165853267,604
NKD1,3.0725555,0.0021223438086747665,605
PEX2,3.071619,0.002129012874466583,606
ADCY6,3.0708785,0.0021342996874818914,607
TMEM18,3.0708568,0.002134455364059329,608
ATP5PO,3.0693321,0.0021453786335764832,609
HOMER3,3.0684612,0.002151643490289847,610
TAX1BP3,3.0661526,0.002168326565685228,611
COA4,3.0603375,0.0022108759148398724,612
LEPROT,3.0512996,0.002278531687033008,613
EPHB1,3.0509074,0.002281508623977523,614
SH3BGRL,3.0433068,0.0023399369234266623,615
PCMTD2,3.0421743,0.0023487589240976203,616
NPDC1,3.0348132,0.002406848254907267,617
PHB2,3.0302176,0.002443774769943437,618
COL2A1,3.0265589,0.0024735459226913332,619
NID1,3.0085917,0.0026246171749803307,620
FKBP8,3.0054336,0.0026520246030864426,621
RAB18,3.0049763,0.0026560155695716497,622
NEAT1,2.9995098,0.002704143879196432,623
NAT14,2.9940653,0.0027528713250418607,624
NTM,2.9935644,0.0027573943018286812,625
PSMD8,2.9879236,0.002808797650447149,626
ARHGEF40,2.9856803,0.0028294819912505773,627
CRELD2,2.9840035,0.002845035792770157,628
CLTA,2.9825225,0.0028588364861602414,629
ELOB,2.9786458,0.002895251705468791,630
MFSD10,2.977862,0.0029026678583543293,631
EIF3D,2.9720252,0.0029584243045571532,632
OSBPL1A,2.9679308,0.002998118389814217,633
ZFHX4,2.9665587,0.003011528433806635,634
ITGA6,2.9663627,0.0030134486145833353,635
GLMP,2.962094,0.003055543864013341,636
COX5B,2.961702,0.003059436517312696,637
SEC61B,2.9558218,0.003118371585713776,638
CIRBP,2.9512048,0.0031653699153141816,639
MBNL2,2.9490705,0.003187313006166084,640
COA6,2.9459996,0.0032191274624666956,641
ARL14EP,2.9413826,0.0032675068430228697,642
B3GAT3,2.9411867,0.0032695752659149054,643
C1orf21,2.9327147,0.0033601252481169127,644
PERP,2.9292083,0.0033982658714562857,645
SCCPDH,2.9228053,0.0034689325373946566,646
NRP2,2.92176,0.003480596134154925,647
NIT2,2.9139197,0.0035692170509743527,648
SRGAP1,2.9109578,0.0036032268006559688,649
PLA2G16,2.9086492,0.0036299385043388997,650
SHISA4,2.9041846,0.00368210945167549,651
PPP1R12A,2.901898,0.0037090943409399777,652
ERGIC1,2.901702,0.003711415676496346,653
RARRES2,2.9016147,0.0037124478050612553,654
RAB7B,2.9004388,0.0037264071026711877,655
SCRG1,2.8915095,0.0038339605720928245,656
GTF2H5,2.8799014,0.003977995232488742,657
P4HB,2.8783333,0.003997824276432511,658
AP1S1,2.8773751,0.004009986160089983,659
FGGY,2.876003,0.004027458248025012,660
PAFAH1B3,2.8756547,0.0040319065943590715,661
NR2F1-AS1,2.8740866,0.004051979398216679,662
GSTT2B,2.8726273,0.004070739691264205,663
NT5C3B,2.8696873,0.004108779934594145,664
RNF130,2.8660283,0.004156569298517095,665
PCBP2,2.8641555,0.004181227555122623,666
RNPEPL1,2.862239,0.004206596560896393,667
NRBP2,2.861259,0.004219623229806157,668
FAM208B,2.8596473,0.004241124441800322,669
PEG3,2.854747,0.004307111529477727,670
GRID2,2.8515892,0.0043501283796178476,671
EFEMP2,2.8503914,0.0043665467401225655,672
TSTA3,2.8471029,0.004411911814176292,673
TSPAN15,2.841179,0.004494708096171069,674
TCEAL4,2.8329248,0.004612422784280664,675
CHURC1,2.8328378,0.004613679906930856,676
AKAP13,2.8269358,0.004699576047141914,677
SERTAD1,2.8185728,0.004823768391062872,678
TMEM14C,2.8130627,0.004907207982012114,679
XIST,2.8088593,0.004971734969591685,680
PHLDA3,2.806551,0.005007500186894747,681
TP53I3,2.8018467,0.0050811011890521405,682
SLC41A3,2.7906961,0.005259484119576172,683
BCL7C,2.7896724,0.005276139332197929,684
EIF2S3,2.789215,0.00528359641000711,685
SNX16,2.784119,0.005367335959227486,686
BTG1,2.7813313,0.005413647560034964,687
VAT1,2.7770407,0.005485629180695001,688
UACA,2.7768447,0.005488938221235202,689
SMIM30,2.7758212,0.005506248055380518,690
LRRC41,2.7756689,0.005508830326849489,691
CRTAP,2.7675672,0.005647642054643416,692
TPGS1,2.7623837,0.00573809890194719,693
PFKL,2.7622097,0.005741162038810545,694
KIFAP3,2.7614038,0.005755348236692774,695
COX7A2L,2.7608593,0.005764951391792595,696
TMED9,2.7591822,0.005794619960589248,697
HNRNPA1,2.755763,0.005855539903621356,698
NDUFA13,2.7552621,0.005864512802516411,699
C12orf76,2.75389,0.005889154248211112,700
TMEM256,2.750057,0.005958489129804399,701
COX6B1,2.7483149,0.005990247466748627,702
ISOC2,2.7473564,0.006007779487097842,703
SRGAP2,2.7416506,0.006113135270189159,704
ATRAID,2.731262,0.0063092281778905366,705
ITPR3,2.7238138,0.006453288693997802,706
EID1,2.7193708,0.006540622026807154,707
LY6E,2.7119663,0.006688542049397307,708
MAP2K2,2.7082856,0.0067631801080961455,709
CBR1,2.7076976,0.006775173636162953,710
CYTH3,2.7074797,0.006779620532087142,711
RPS5,2.7013164,0.006906560180648113,712
TOM1L2,2.6991386,0.006951923172116994,713
SLC45A3,2.6906447,0.007131406855706588,714
ASAH1,2.689055,0.00716546104733929,715
AC090204.1,2.6879878,0.007188401141171174,716
MYL6B,2.678449,0.007396403926790228,717
ID3,2.6754215,0.007463533498136491,718
EIF3G,2.6746812,0.007480036630640502,719
CCDC174,2.6742456,0.00748975963527757,720
NDUFB1,2.6716104,0.007548825895703018,721
OS9,2.6715667,0.007549805696417298,722
TOMM7,2.6702383,0.007579744445648492,723
NDUFA11,2.6695414,0.007595492544416894,724
RBM39,2.667821,0.007634496327086875,725
CD81,2.6645105,0.007710046960054995,726
ERCC1,2.6593053,0.00783019599428643,727
CIR1,2.657585,0.007870277810947976,728
CAMLG,2.6567137,0.007890642406501008,729
MPV17,2.6547754,0.007936123064039326,730
FXYD3,2.654514,0.00794227321555936,731
PTAR1,2.6532726,0.007971544764829119,732
METTL9,2.6498315,0.008053189142086305,733
CYB5A,2.6468916,0.008123540829750352,734
MSX1,2.6448007,0.00817390287050808,735
GABARAP,2.6437554,0.008199188528494597,736
PDIA3,2.6411855,0.008261646919050831,737
ELOVL1,2.64075,0.008272275178276446,738
SNCA,2.6394432,0.008304233396685293,739
C5orf30,2.6391819,0.008310638279678704,740
P4HA2,2.6379623,0.00834058620737915,741
SAMM50,2.6350005,0.008413719195886786,742
C6orf48,2.6306229,0.00852285581694279,743
PWP1,2.6197553,0.008799288017304611,744
TNFAIP3,2.6194286,0.00880772022436535,745
LTBP2,2.6144195,0.008937921165513391,746
CHCHD10,2.610848,0.00903180718593602,747
LETMD1,2.6034648,0.009228672638383029,748
ANKRD28,2.60218,0.009263323929402822,749
NOB1,2.599915,0.009324686963734886,750
ATG7,2.5981073,0.009373919333015021,751
ECHS1,2.5955157,0.009444910077623495,752
EIF3H,2.591051,0.009568330283829835,753
SLC3A2,2.5896354,0.009607762695007146,754
ADD2,2.5886335,0.00963575619229228,755
IQGAP1,2.588111,0.009650390341569476,756
NUDT14,2.5871308,0.00967788278379346,757
TRIM8,2.5864122,0.00969808825836661,758
GRN,2.583167,0.009789787980717793,759
HSPA5,2.5831237,0.009791024087221406,760
COL1A2,2.5771127,0.009962946610280639,761
SF3B5,2.5766335,0.009976765608457833,762
UBE2M,2.5743904,0.010041690988666759,763
GNAI1,2.5690546,0.010197639516639864,764
CTSZ,2.5675519,0.010241947092785414,765
MED13L,2.567051,0.010256754320142768,766
SNHG9,2.5651562,0.010312936776308916,767
ABHD14A,2.5636098,0.01035898962200908,768
RPLP0,2.557882,0.010531178309226747,769
STUB1,2.5570545,0.010556266657840083,770
VPS35,2.5542016,0.01064316345968256,771
RRP15,2.553962,0.010650489006841794,772
CLTB,2.5530038,0.010679836053101785,773
GPC1,2.5456207,0.010908363323373284,774
UQCRQ,2.5452724,0.010919255874120168,775
MRPL28,2.544989,0.010928113187974238,776
RNF181,2.5446408,0.010939023262105312,777
COMMD7,2.5443358,0.010948577515931061,778
MACROD2,2.543922,0.010961555864074586,779
MAP4,2.5425065,0.01100605891984638,780
RASSF8,2.5422668,0.011013606068342799,781
NDUFB10,2.5420926,0.011019097791419236,782
CD82,2.5328803,0.011312960338005489,783
CLPX,2.5321398,0.011336879899410233,784
LINC01198,2.5232542,0.011627436515737949,785
PABPC1,2.5225136,0.011651945227314123,786
ME3,2.5201614,0.011730100720580151,787
BIN1,2.520009,0.011735182363694339,788
NEFL,2.5182233,0.011794855762061133,789
USP34,2.5174391,0.011821138740983141,790
EMC10,2.5095987,0.012086838819536287,791
UROS,2.509577,0.01208758418810153,792
PDLIM2,2.509294,0.012097277687417416,793
EIF3M,2.5084229,0.012127147066628399,794
DMAC1,2.5008657,0.012389018961857469,795
FGFBP3,2.498949,0.012456221341075465,796
TMA7,2.4985788,0.012469240761191776,797
SH3TC2,2.4941142,0.012627191107049804,798
PRAG1,2.4923065,0.012691643809122556,799
SERGEF,2.4917402,0.01271189362139039,800
SAMD1,2.4837475,0.013000793460404088,801
ECH1,2.4833772,0.013014315373078268,802
BORCS7,2.4720523,0.013433981786197924,803
CLIP3,2.4608364,0.013861355518590579,804
COPS2,2.4600742,0.013890831255496243,805
HYI,2.457243,0.014000797624441251,806
GCSH,2.4553483,0.014074819028794308,807
ETHE1,2.448662,0.014338788059834833,808
TIMM13,2.4460924,0.014441404462533534,809
FAM177A1,2.4459834,0.014445766881872527,810
ETS1,2.4442194,0.014516600159700964,811
RNASET2,2.4409525,0.014648581948480257,812
KRTCAP2,2.4324152,0.014998501070755364,813
CHCHD5,2.4266658,0.015238290645597166,814
CYHR1,2.4036021,0.01623443379622009,815
GADD45GIP1,2.4030795,0.016257657416806102,816
MRPL2,2.400466,0.01637421395556299,817
PNRC1,2.394281,0.01665299357893505,818
ATP6V0B,2.3934531,0.016690609447458024,819
SVIP,2.3915584,0.016777011035184097,820
IQGAP2,2.39121,0.016792943658389545,821
IFI6,2.3840885,0.017121489074677636,822
RMRP,2.3796456,0.017329297795643163,823
ADH5,2.3775983,0.017425794971932352,824
COL9A2,2.3757908,0.017511391277063935,825
UBL3,2.3750284,0.017547596454727147,826
CERS4,2.3729377,0.017647239127060153,827
MAP1LC3A,2.3702807,0.0177745837017255,828
BMF,2.3675585,0.017905894178639685,829
SLC25A23,2.3658814,0.017987203749637488,830
IGFBP7,2.3650756,0.018026389495204995,831
HSD17B11,2.3577797,0.018384595997253995,832
RAC1,2.356778,0.01843426589720447,833
ERI3,2.3550355,0.018520928124256077,834
ZNF593,2.3550138,0.018522013654432835,835
H2AFJ,2.3532715,0.01860903666266338,836
MXRA8,2.3521173,0.018666886226487156,837
CGRRF1,2.3488288,0.018832566437016543,838
PXMP2,2.3454313,0.019005082075353504,839
DUSP15,2.3444295,0.019056215159730727,840
TMEM101,2.3414023,0.01921145754770458,841
THSD7A,2.3358486,0.019499130474549684,842
CLDN19,2.3323858,0.019680401645143435,843
SDF4,2.328335,0.019894321015160244,844
RALBP1,2.324502,0.020098605698625774,845
COX5A,2.323892,0.020131273760646936,846
C19orf24,2.3197978,0.02035181888575563,847
ZNF32,2.3173368,0.020485392284411957,848
CSNK2B,2.314571,0.02063642654526826,849
CAP1,2.3094094,0.020920875870944898,850
ROMO1,2.3077323,0.02101402441918045,851
MRPL34,2.3055763,0.021134317711153684,852
DDRGK1,2.3047488,0.02118064997209845,853
HIST3H2A,2.3024619,0.021309133644390237,854
ATP5MC3,2.3013077,0.021374244715768292,855
MVB12B,2.3004584,0.02142226722262947,856
GALK1,2.3000662,0.021444463126264236,857
PLEKHG3,2.2983022,0.02154459267935275,858
NDFIP1,2.2961462,0.021667525804542013,859
UNC80,2.2961025,0.021670015581038735,860
TSPAN6,2.2892206,0.022066541504287218,861
CLDND1,2.2887197,0.022095647423841697,862
CHML,2.288698,0.02209691365574988,863
CYSTM1,2.2886107,0.022101979214574324,864
PNPLA4,2.2848213,0.022323310841631434,865
CDC42SE1,2.283079,0.022425717575427412,866
PYURF,2.282273,0.022473218652585152,867
AC004540.1,2.2812495,0.022533683955848476,868
OAT,2.271253,0.02313165770998335,869
TMEM150C,2.270295,0.02318969709455266,870
DISP1,2.2683566,0.02330748159895996,871
CCDC107,2.2677686,0.023343316501744732,872
DPM3,2.2672458,0.0233752098903984,873
FLYWCH2,2.2665055,0.023420456936715517,874
SLC35B1,2.2602332,0.023806784785336217,875
MSI2,2.2523494,0.02430020893666345,876
C1orf123,2.249322,0.02449201490323481,877
DTD1,2.248538,0.024541904638612992,878
FNTA,2.247362,0.02461690433581531,879
RAB34,2.2428973,0.024903436022689702,880
ZBTB1,2.2424836,0.024930138281757167,881
ECSIT,2.2326396,0.025572721831382865,882
CCDC33,2.231616,0.025640354417557673,883
FAAP20,2.2275434,0.025910980457835846,884
PDLIM7,2.2222948,0.026263395099951847,885
TMEM141,2.2204654,0.02638719816541599,886
CNTN4,2.220008,0.026418227606716548,887
HLA-E,2.2153473,0.02673623411781943,888
FAM114A1,2.2143238,0.02680651774875757,889
ARSE,2.2129953,0.026897974789824114,890
TENM2,2.2118192,0.0269791614384299,891
SNAPC2,2.2074635,0.027281698087021647,892
CWC15,2.2053945,0.027426425571393305,893
ATP5MPL,2.2046757,0.02747685409926738,894
AHDC1,2.2033038,0.027573348884951554,895
PPCS,2.196596,0.028049319802701294,896
MAGT1,2.1956594,0.02811633043341367,897
MINDY2,2.194331,0.028211628699480313,898
JAGN1,2.19126,0.028432974159486087,899
GNAI2,2.1891475,0.028586114471056946,900
CTDNEP1,2.1871657,0.02873042749091453,901
PRDX5,2.185968,0.028817953459623923,902
TMEM134,2.185271,0.028868983227462713,903
RNFT1,2.1803055,0.029234827090171497,904
EDF1,2.1758409,0.02956716462909057,905
SCN1A,2.168545,0.030117246502467745,906
LTA4H,2.1611402,0.03068450870873265,907
RASA2,2.1605086,0.03073331475045573,908
ISCA2,2.1536047,0.0312711764738293,909
IMPDH2,2.1515577,0.03143221309837258,910
SCP2,2.1511655,0.031463130919104944,911
ANGPTL7,2.1510568,0.031471723830960516,912
CPNE1,2.1508389,0.031488915694048464,913
EPS8,2.1507955,0.03149235503316739,914
TMED4,2.1503599,0.031526766150489605,915
HMOX2,2.1472237,0.03177547953939283,916
AC100810.1,2.1467664,0.03181189043564029,917
LAMTOR4,2.14522,0.03193525898872529,918
DDB2,2.1384034,0.03248402430572501,919
UQCR10,2.1383815,0.032485790413776,920
HERPUD1,2.1344178,0.032808594822938,921
PMF1,2.1336339,0.03287277056764681,922
TCEAL8,2.1307807,0.03310720687462762,923
RTF2,2.126512,0.033460638060498274,924
C8orf59,2.1264467,0.033466072705113606,925
MRPL41,2.116102,0.03433613711484095,926
CUTA,2.1115503,0.034725046445903705,927
FHIT,2.1110494,0.03476807398094862,928
CARD19,2.1110494,0.03476807398094862,929
HCFC1R1,2.110091,0.034850514403497866,930
ACSS1,2.1040149,0.03537715609474974,931
TAF7,2.0989404,0.035822157504113,932
ECI2,2.0969584,0.035997248091779746,933
OXA1L,2.095434,0.036132429216310706,934
ADGRB1,2.0950856,0.03616338845083209,935
HBEGF,2.093082,0.036341843217594136,936
WIPF3,2.0911436,0.036515192468064055,937
CHMP4C,2.0899894,0.03661875725294556,938
THRA,2.0893795,0.03667357167771249,939
N4BP2L1,2.086984,0.036889591265906366,940
REEP5,2.0852852,0.03704342463044286,941
CAPN1,2.0839348,0.03716609177445528,942
GIPC1,2.0815392,0.037384578162033555,943
EIF2A,2.0812778,0.037408479041090494,944
SOX10,2.07812,0.03769831081664351,945
GPR137B,2.0775974,0.03774646678021967,946
FOXP4,2.0762253,0.037873125238491345,947
TMEM98,2.071913,0.03827355066337148,948
ARHGEF17,2.0702796,0.038426164041416175,949
SPCS2,2.067492,0.03868781892976343,950
SUCLG1,2.064726,0.038948924341495,951
REX1BD,2.0619166,0.0392156725812971,952
RAP1GDS1,2.0618076,0.03922604281338571,953
ADAMTS17,2.0612414,0.03928000556558606,954
PTPRN2,2.0599566,0.03940269335426484,955
SCAND1,2.0560365,0.03977900720553434,956
TMEM121,2.0560365,0.03977900720553434,957
SCYL2,2.050875,0.04027913469323147,958
EYA4,2.05057,0.04030884415243033,959
SECISBP2L,2.0496335,0.040400210849871394,960
LRRN3,2.047216,0.040636876485445624,961
FAIM,2.0447333,0.04088116072287511,962
DAP3,2.0440364,0.04094995500746412,963
IKBIP,2.0427732,0.04107489468254292,964
SLC4A4,2.0418367,0.04116773071163811,965
UBE2H,2.0416842,0.04118286036395915,966
SNX2,2.0394847,0.04140168443250889,967
CDK2,2.0392668,0.041423403656522965,968
FAM161A,2.0390055,0.04144947946124166,969
MYH14,2.0385482,0.04149514556740836,970
AC097376.2,2.037873,0.041562635298196676,971
NCK2,2.03661,0.0416891560408862,972
NEDD9,2.0345845,0.04189270601360149,973
ADAMTS16,2.0313394,0.042220576922759816,974
CHD4,2.029423,0.04241523661248358,975
NAA10,2.0287478,0.042483990481697875,976
ZNF581,2.0281816,0.0425417276756193,977
CCNDBP1,2.0269837,0.04266408273681899,978
TNFRSF1A,2.02694,0.042668537613041575,979
SAR1A,2.0239782,0.04297239332538924,980
SCML1,2.02302,0.04307109035304853,981
NAT8L,2.0224319,0.04313174923942291,982
NAGK,2.0201235,0.043370590091500974,983
CFAP36,2.0196226,0.043422561319521484,984
TMEM258,2.01849,0.04354025545528356,985
ERGIC2,2.013067,0.04410757029510506,986
CDV3,2.012871,0.0441281919479398,987
AC126773.2,2.0108674,0.04433945825166829,988
NDUFAF3,2.0070126,0.04474831747677652,989
AHNAK,2.003528,0.04512063986672366,990
RBM19,2.0021124,0.04527264015336605,991
MCRIP2,2.0003483,0.04546265977418189,992
DPYD,1.9920725,0.04636310658860327,993
PHYKPL,1.9908528,0.046497065006647166,994
MRPL43,1.9873247,0.04688642334465535,995
WDR18,1.9870634,0.04691537350969483,996
TSPAN3,1.9842322,0.0472299654127181,997
SLC25A39,1.9814663,0.04753900886067059,998
MYDGF,1.9803338,0.04766603600263866,999
DCTD,1.9796369,0.047744348279667254,1000
CYB5R1,1.9779817,0.04793077345658667,1001
HNRNPA1P48,1.977655,0.04796764008903204,1002
KXD1,1.9732774,0.048463956245131834,1003
MOCS2,1.9712086,0.04870003029533758,1004
AIG1,1.967419,0.04913492241761905,1005
ATP5IF1,1.9663519,0.04925797854799413,1006
HMGA2,1.9621922,0.049740117604532896,1007
IFT20,1.9617131,0.04979590527357187,1008
CNTFR,1.9613428,0.049839049856071786,1009
CLK1,1.960341,0.049955951209008254,1010
CLPP,1.956987,0.05034899103218931,1011
ANKDD1A,1.9565514,0.050400224791342145,1012
PHLDB1,1.9415678,0.05218944949196041,1013
EPB41L5,1.9410669,0.052250169736654105,1014
AL078639.1,1.9404135,0.05232945883009013,1015
ISCU,1.9393028,0.05246448118287949,1016
C18orf21,1.9379089,0.05263433298775989,1017
SNAI2,1.9362538,0.052836628775805514,1018
TRIP6,1.9356657,0.05290865326424191,1019
FAM96B,1.9271721,0.053958190706106066,1020
CTSB,1.9259524,0.05411031077607502,1021
ADI1,1.9250159,0.05422736003190945,1022
RPS19BP1,1.9085295,0.05632281085963028,1023
ARHGAP23,1.9084642,0.05633124739322539,1024
ANAPC16,1.9083989,0.056339684978849246,1025
DYNLRB1,1.9052409,0.056748757773573556,1026
LIMS2,1.905132,0.05676290770055095,1027
DPH6,1.9045005,0.05684503518479564,1028
ARMCX6,1.9015386,0.05723150491257776,1029
IFT57,1.8991647,0.05754282439918281,1030
P3H4,1.8980975,0.05768323341453976,1031
ENHO,1.8977056,0.057734883714408096,1032
GRINA,1.8960285,0.057956266390790746,1033
SVBP,1.8951356,0.05807443301935572,1034
ASB13,1.8947437,0.058126374255518545,1035
NOVA1,1.8939813,0.05822748160555593,1036
MSX2,1.8905404,0.05868572939712277,1037
ANXA5,1.8900394,0.058752685394568606,1038
PCDH7,1.8899959,0.058758510651749994,1039
NAGA,1.8875785,0.059082565146288166,1040
SGMS1,1.8837236,0.059602368587590146,1041
SRI,1.8832445,0.05966724121180127,1042
JTB,1.8828307,0.05972331469580494,1043
HM13,1.881916,0.0598474217260095,1044
KDELC1,1.8804133,0.060051776158507826,1045
DNAH10,1.880043,0.060102213094052725,1046
SPCS3,1.8794115,0.060188333636097276,1047
CRELD1,1.8780612,0.06037279662794994,1048
SSNA1,1.8770375,0.06051294353792112,1049
AC245060.5,1.8766674,0.06056370132923039,1050
RNF43,1.8761446,0.06063541945205888,1051
ARL2BP,1.8753606,0.060743128584273054,1052
HEBP1,1.8735965,0.060986053849521646,1053
TRAPPC1,1.8687181,0.06166204026902823,1054
SELENOH,1.8685657,0.06168326438789931,1055
TRAM1,1.8636436,0.06237175624914845,1056
CAT,1.8626636,0.06250960142178119,1057
SMARCA2,1.8625983,0.06251880005150214,1058
CYFIP1,1.8580465,0.06316239908082712,1059
ATF4,1.8563696,0.06340089067920227,1060
ZBED3,1.85613,0.0634350215707201,1061
SND1,1.8556727,0.06350022270265226,1062
SMAD2,1.8531681,0.06385825905898951,1063
FKBP14,1.8486818,0.06450377889821107,1064
NRGN,1.8475057,0.06467388090654233,1065
CAPN5,1.8465692,0.06480959709331932,1066
FAM174B,1.8461119,0.06487596244362323,1067
PARD6B,1.843237,0.06529440102458495,1068
GNL1,1.8421482,0.06545348057791868,1069
EPHX1,1.8415601,0.06553951632691205,1070
RXRG,1.8414948,0.06554908160740998,1071
ERBB2,1.840297,0.06572464915256912,1072
MAF1,1.8392951,0.06587178496635711,1073
VPS41,1.8369213,0.06622151687187282,1074
ATP6V1G1,1.8343732,0.0665986180571709,1075
CPNE3,1.8331753,0.06677649796492202,1076
PDIA6,1.8311718,0.06707491692076449,1077
NCAM1,1.8306055,0.067159451392349,1078
CHPT1,1.8291463,0.06737769443134724,1079
NCKAP5,1.8261626,0.06782576947557921,1080
SRSF6,1.8236581,0.06820378043705903,1081
MPHOSPH8,1.8233097,0.06825651027140195,1082
MAL,1.8226998,0.06834886812975444,1083
CCDC127,1.8220247,0.06845124128465008,1084
